rows,runs,original_P50_seconds,original_P95_seconds, our_P50_seconds,our_P95_seconds
10000,15,0.184584,0.265347
50000,15,0.497051,0.795451
100000,15,0.797991,0.949633
200000,15,1.400943,1.691489
400000,15,3.201969,3.796836
600000,15,5.263948,7.424930
